"","class","order","family","species","AaM","longevity","juvMort","adMort","svl","fecundity","birth.svl","mass","Terr","AdTerr","IF","repmode","na_count"
"2992","Actinopterygii","Osmeriformes","Argentinidae","Argentina kagoshimae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"2993","Actinopterygii","Osmeriformes","Argentinidae","Argentina sialis",NA,NA,NA,NA,22,NA,NA,NA,"0","0",0,0,7
"2994","Actinopterygii","Osmeriformes","Argentinidae","Argentina silus",NA,NA,NA,NA,70,NA,NA,NA,"0","0",0,0,7
"2995","Actinopterygii","Osmeriformes","Argentinidae","Argentina sphyraena",NA,9,NA,NA,35,NA,NA,NA,"0","0",0,0,6
"2996","Actinopterygii","Osmeriformes","Argentinidae","Argentina stewarti",NA,NA,NA,NA,16.60000038,NA,NA,NA,"0","0",0,0,7
"2997","Actinopterygii","Osmeriformes","Argentinidae","Argentina striata",NA,NA,NA,NA,24,NA,NA,NA,"0","0",0,0,7
"2998","Actinopterygii","Perciformes","Zoarcidae","Argentinolycus elongatus",NA,NA,NA,NA,14.69999981,NA,NA,NA,"0","0",1,1,7
"2999","Actinopterygii","Characiformes","Hemiodontidae","Argonectes longiceps",NA,NA,NA,NA,24.5,NA,NA,NA,"0","0",0,0,7
"3000","Actinopterygii","Characiformes","Characidae","Argopleura chocoensis",NA,NA,NA,NA,5.28000021,NA,NA,NA,"0","0",1,0,7
"3001","Actinopterygii","Characiformes","Characidae","Argopleura conventus",NA,NA,NA,NA,3.599999905,NA,NA,NA,"0","0",NA,0,8
"3002","Actinopterygii","Characiformes","Characidae","Argopleura diquensis",NA,NA,NA,NA,4.690000057,NA,NA,NA,"0","0",NA,0,8
"3003","Actinopterygii","Stomiiformes","Sternoptychidae","Argyripnus atlanticus",NA,NA,NA,NA,7.699999809,NA,NA,NA,"0","0",0,0,7
"3004","Actinopterygii","Stomiiformes","Sternoptychidae","Argyripnus brocki",NA,NA,NA,NA,8.899999619,NA,NA,NA,"0","0",0,0,7
"3005","Actinopterygii","Stomiiformes","Sternoptychidae","Argyripnus electronus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3006","Actinopterygii","Stomiiformes","Sternoptychidae","Argyripnus ephippiatus",NA,NA,NA,NA,8.899999619,NA,NA,NA,"0","0",0,0,7
"3007","Actinopterygii","Stomiiformes","Sternoptychidae","Argyripnus hulleyi",NA,NA,NA,NA,7.300000191,NA,NA,NA,"0","0",0,0,7
"3008","Actinopterygii","Stomiiformes","Sternoptychidae","Argyripnus iridescens",NA,NA,NA,NA,14,NA,NA,NA,"0","0",0,0,7
"3009","Actinopterygii","Stomiiformes","Sternoptychidae","Argyripnus pharos",NA,NA,NA,NA,7.889999866,NA,NA,NA,"0","0",0,0,7
"3010","Actinopterygii","Scorpaeniformes","Cottidae","Argyrocottus zanderi",NA,20.33333333,NA,NA,9,399500,NA,NA,"0","0",1,0,5
"3011","Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus aculeatus",NA,NA,NA,NA,8.300000191,NA,NA,NA,"0","0",0,0,7
"3012","Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus affinis",NA,NA,NA,NA,8.399999619,NA,NA,NA,"0","0",0,0,7
"3013","Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus gigas",NA,NA,NA,NA,12,NA,NA,NA,"0","0",0,0,7
"3014","Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus lychnus",NA,NA,NA,NA,5.900000095,NA,NA,NA,"0","0",0,0,7
"3015","Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus olfersii",NA,NA,NA,NA,9,NA,NA,NA,"0","0",0,0,7
"3016","Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus sladeni",NA,NA,NA,NA,7,NA,NA,NA,"0","0",0,0,7
"3017","Actinopterygii","Perciformes","Sparidae","Argyrops bleekeri",NA,NA,NA,NA,40,NA,NA,NA,"0","0",0,0,7
"3018","Actinopterygii","Perciformes","Sparidae","Argyrops filamentosus",NA,NA,NA,NA,70,NA,NA,NA,"0","0",0,0,7
"3019","Actinopterygii","Perciformes","Sparidae","Argyrops megalommatus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3020","Actinopterygii","Perciformes","Sparidae","Argyrops spinifer",NA,NA,NA,NA,70,NA,NA,NA,"0","0",0,0,7
"3021","Actinopterygii","Perciformes","Sciaenidae","Argyrosomus amoyensis",NA,12,NA,NA,40,45097.75,NA,NA,"0","0",0,0,5
"3022","Actinopterygii","Perciformes","Sciaenidae","Argyrosomus beccus",NA,NA,NA,NA,23,NA,NA,NA,"0","0",0,0,7
"3023","Actinopterygii","Perciformes","Sciaenidae","Argyrosomus heinii",NA,NA,NA,NA,60,NA,NA,NA,"0","0",0,0,7
"3024","Actinopterygii","Perciformes","Ariommatidae","Ariomma bondi",NA,NA,NA,NA,30,NA,NA,NA,"0","0",0,0,7
"3025","Actinopterygii","Perciformes","Ariommatidae","Ariomma brevimanum",NA,NA,NA,NA,80,NA,NA,NA,"0","0",0,0,7
"3026","Actinopterygii","Perciformes","Ariommatidae","Ariomma indicum",NA,NA,NA,NA,25,46.5,NA,NA,"0","0",0,0,6
"3027","Actinopterygii","Perciformes","Ariommatidae","Ariomma luridum",NA,NA,NA,NA,35,NA,NA,NA,"0","0",0,0,7
"3028","Actinopterygii","Perciformes","Ariommatidae","Ariomma melanum",NA,NA,NA,NA,30,NA,NA,NA,"0","0",0,0,7
"3029","Actinopterygii","Perciformes","Ariommatidae","Ariomma parini",NA,NA,NA,NA,18.79999924,NA,NA,NA,"0","0",0,0,7
"3030","Actinopterygii","Perciformes","Ariommatidae","Ariomma regulus",NA,NA,NA,NA,25,NA,NA,NA,"0","0",0,0,7
"3031","Actinopterygii","Siluriformes","Ariidae","Ariopsis assimilis",NA,NA,NA,NA,35,NA,NA,NA,"0","0",0,0,7
"3032","Actinopterygii","Siluriformes","Ariidae","Ariopsis guatemalensis",NA,NA,NA,NA,54,NA,NA,NA,"0","0",0,0,7
"3033","Actinopterygii","Siluriformes","Ariidae","Ariopsis seemanni",NA,NA,NA,NA,39.5,NA,NA,NA,"0","0",0,0,7
"3034","Actinopterygii","Anguilliformes","Congridae","Ariosoma anago",NA,NA,NA,NA,60,NA,NA,NA,"0","0",0,0,7
"3035","Actinopterygii","Anguilliformes","Congridae","Ariosoma anagoides",NA,NA,NA,NA,51,NA,NA,NA,"0","0",0,0,7
"3036","Actinopterygii","Anguilliformes","Congridae","Ariosoma anale",NA,NA,NA,NA,36.29999924,NA,NA,NA,"0","0",0,0,7
"3037","Actinopterygii","Anguilliformes","Congridae","Ariosoma balearicum",NA,NA,NA,NA,35,NA,NA,NA,"0","0",0,0,7
"3038","Actinopterygii","Anguilliformes","Congridae","Ariosoma bauchotae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3039","Actinopterygii","Anguilliformes","Congridae","Ariosoma coquettei",NA,NA,NA,NA,28.10000038,NA,NA,NA,"0","0",0,0,7
"3040","Actinopterygii","Anguilliformes","Congridae","Ariosoma fasciatum",NA,NA,NA,NA,60,NA,NA,NA,"0","0",0,0,7
"3041","Actinopterygii","Anguilliformes","Congridae","Ariosoma howensis",NA,NA,NA,NA,42.20000076,NA,NA,NA,"0","0",0,0,7
"3042","Actinopterygii","Anguilliformes","Congridae","Ariosoma major",NA,NA,NA,NA,53,NA,NA,NA,"0","0",0,0,7
"3043","Actinopterygii","Anguilliformes","Congridae","Ariosoma marginatum",NA,NA,NA,NA,38,NA,NA,NA,"0","0",0,0,7
"3044","Actinopterygii","Anguilliformes","Congridae","Ariosoma mauritianum",NA,NA,NA,NA,30,NA,NA,NA,"0","0",0,0,7
"3045","Actinopterygii","Anguilliformes","Congridae","Ariosoma meeki",NA,NA,NA,NA,53,NA,NA,NA,"0","0",0,0,7
"3046","Actinopterygii","Anguilliformes","Congridae","Ariosoma megalops",NA,NA,NA,NA,14.89999962,NA,NA,NA,"0","0",0,0,7
"3047","Actinopterygii","Anguilliformes","Congridae","Ariosoma mellissii",NA,NA,NA,NA,42.79999924,NA,NA,NA,"0","0",0,0,7
"3048","Actinopterygii","Anguilliformes","Congridae","Ariosoma multivertebratum",NA,NA,NA,NA,54.20000076,NA,NA,NA,"0","0",0,0,7
"3049","Actinopterygii","Anguilliformes","Congridae","Ariosoma nigrimanum",NA,NA,NA,NA,33.5,NA,NA,NA,"0","0",0,0,7
"3050","Actinopterygii","Anguilliformes","Congridae","Ariosoma obud",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3051","Actinopterygii","Anguilliformes","Congridae","Ariosoma ophidiophthalmus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3052","Actinopterygii","Anguilliformes","Congridae","Ariosoma opistophthalmum",NA,NA,NA,NA,27.20000076,NA,NA,NA,"0","0",0,0,7
"3053","Actinopterygii","Anguilliformes","Congridae","Ariosoma prorigerum",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3054","Actinopterygii","Anguilliformes","Congridae","Ariosoma sanzoi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3055","Actinopterygii","Anguilliformes","Congridae","Ariosoma sazonovi",NA,NA,NA,NA,39.5,NA,NA,NA,"0","0",0,0,7
"3056","Actinopterygii","Anguilliformes","Congridae","Ariosoma scheelei",NA,NA,NA,NA,20,NA,NA,NA,"0","0",0,0,7
"3057","Actinopterygii","Anguilliformes","Congridae","Ariosoma selenops",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3058","Actinopterygii","Anguilliformes","Congridae","Ariosoma sereti",NA,NA,NA,NA,26.5,NA,NA,NA,"0","0",0,0,7
"3059","Actinopterygii","Anguilliformes","Congridae","Ariosoma shiroanago",NA,NA,NA,NA,40,470000,NA,NA,"0","0",0,0,6
"3060","Actinopterygii","Anguilliformes","Congridae","Ariosoma sokotranum",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3061","Actinopterygii","Perciformes","Cichlidae","Aristochromis christyi",NA,NA,NA,NA,30,NA,NA,NA,"0","0",0,0,7
"3062","Actinopterygii","Stomiiformes","Stomiidae","Aristostomias grimaldii",NA,NA,NA,NA,18.20000076,NA,NA,NA,"0","0",0,0,7
"3063","Actinopterygii","Stomiiformes","Stomiidae","Aristostomias lunifer",NA,NA,NA,NA,17,NA,NA,NA,"0","0",0,0,7
"3064","Actinopterygii","Stomiiformes","Stomiidae","Aristostomias polydactylus",NA,NA,NA,NA,22,NA,NA,NA,"0","0",0,0,7
"3065","Actinopterygii","Stomiiformes","Stomiidae","Aristostomias scintillans",NA,NA,NA,NA,23,NA,NA,NA,"0","0",0,0,7
"3066","Actinopterygii","Stomiiformes","Stomiidae","Aristostomias tittmanni",NA,NA,NA,NA,21.5,NA,NA,NA,"0","0",0,0,7
"3067","Actinopterygii","Stomiiformes","Stomiidae","Aristostomias xenostoma",NA,NA,NA,NA,15,20,NA,NA,"0","0",0,0,6
"3068","Actinopterygii","Siluriformes","Ariidae","Arius acutirostris",NA,NA,NA,NA,40,NA,NA,NA,"0","0",0,0,7
"3069","Actinopterygii","Siluriformes","Ariidae","Arius africanus",NA,NA,NA,NA,45,100,NA,NA,"0","0",0,0,6
"3070","Actinopterygii","Siluriformes","Ariidae","Arius arenarius",NA,NA,NA,NA,29,NA,NA,NA,"0","0",0,0,7
"3071","Actinopterygii","Siluriformes","Ariidae","Arius arius",NA,NA,NA,NA,40,NA,NA,NA,"0","0",0,0,7
"3072","Actinopterygii","Siluriformes","Ariidae","Arius brunellii",NA,NA,NA,NA,35,NA,NA,NA,"0","0",0,0,7
"3073","Actinopterygii","Siluriformes","Ariidae","Arius cous",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3074","Actinopterygii","Siluriformes","Ariidae","Arius dispar",NA,NA,NA,NA,34,NA,NA,NA,"0","0",0,0,7
"3075","Actinopterygii","Siluriformes","Ariidae","Arius festinus",NA,NA,NA,NA,15.14000034,NA,NA,NA,"0","0",0,0,7
"3076","Actinopterygii","Siluriformes","Ariidae","Arius gagora",NA,NA,NA,NA,91.40000153,NA,NA,NA,"0","0",0,0,7
"3077","Actinopterygii","Siluriformes","Ariidae","Arius latiscutatus",NA,NA,NA,NA,85,NA,NA,NA,"0","0",0,0,7
"3078","Actinopterygii","Siluriformes","Ariidae","Arius leptonotacanthus",NA,NA,NA,NA,21.10000038,NA,NA,NA,"0","0",0,0,7
"3079","Actinopterygii","Siluriformes","Ariidae","Arius macracanthus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3080","Actinopterygii","Siluriformes","Ariidae","Arius maculatus",NA,NA,NA,NA,80,NA,NA,NA,"0","0",0,0,7
"3081","Actinopterygii","Siluriformes","Ariidae","Arius madagascariensis",NA,2,NA,NA,70,NA,NA,NA,"0","0",0,0,6
"3082","Actinopterygii","Siluriformes","Ariidae","Arius malabaricus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3083","Actinopterygii","Siluriformes","Ariidae","Arius manillensis",NA,NA,NA,NA,29.60000038,NA,NA,NA,"0","0",0,0,7
"3084","Actinopterygii","Siluriformes","Ariidae","Arius microcephalus",NA,NA,NA,NA,60,NA,NA,NA,"0","0",0,0,7
"3085","Actinopterygii","Siluriformes","Ariidae","Arius nudidens",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3086","Actinopterygii","Siluriformes","Ariidae","Arius oetik",NA,NA,NA,NA,22.5,NA,NA,NA,"0","0",0,0,7
"3087","Actinopterygii","Siluriformes","Ariidae","Arius subrostratus",NA,NA,NA,NA,39.5,NA,NA,NA,"0","0",0,0,7
"3088","Actinopterygii","Siluriformes","Ariidae","Arius sumatranus",NA,NA,NA,NA,32,NA,NA,NA,"0","0",0,0,7
"3089","Actinopterygii","Siluriformes","Ariidae","Arius uncinatus",NA,NA,NA,NA,19.92000008,NA,NA,NA,"0","0",0,0,7
"3090","Actinopterygii","Siluriformes","Ariidae","Arius venosus",NA,NA,NA,NA,30,NA,NA,NA,"0","0",0,0,7
"3091","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus andrewsi",NA,NA,NA,NA,22.54999924,NA,NA,NA,"0","0",0,0,7
"3092","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus arabicus",NA,NA,NA,NA,10.5,NA,NA,NA,"0","0",0,0,7
"3093","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus armstrongi",NA,NA,NA,NA,16.85000038,NA,NA,NA,"0","0",0,0,7
"3094","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus bassensis",NA,NA,NA,NA,25,NA,NA,NA,"0","0",0,0,7
"3095","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus boops",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3096","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus brunneus",NA,NA,NA,NA,18.29999924,NA,NA,NA,"0","0",0,0,7
"3097","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus capensis",NA,NA,NA,NA,20,NA,NA,NA,"0","0",0,0,7
"3098","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus coeruleosticta",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3099","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus dalgleishi",NA,NA,NA,NA,19,NA,NA,NA,"0","0",0,0,7
"3100","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus debilis",NA,NA,NA,NA,17,NA,NA,NA,"0","0",0,0,7
"3101","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus elongatus",NA,NA,NA,NA,11,NA,NA,NA,"0","0",0,0,7
"3102","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus fisoni",NA,NA,NA,NA,13,NA,NA,NA,"0","0",0,0,7
"3103","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus grohmanni",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3104","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus imperialis",NA,NA,NA,NA,25,NA,NA,NA,"0","0",0,0,7
"3105","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus japonicus",NA,12.5,NA,NA,17,NA,NA,NA,"0","0",0,0,6
"3106","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus kessleri",NA,NA,NA,NA,10,NA,NA,NA,"0","0",0,0,7
"3107","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus laterna",NA,NA,NA,NA,25,NA,NA,NA,"0","0",0,0,7
"3108","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus macrolophus",NA,NA,NA,NA,13,NA,NA,NA,"0","0",0,0,7
"3109","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus marisrubri",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3110","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus micrommatus",NA,NA,NA,NA,13.10000038,NA,NA,NA,"0","0",0,0,7
"3111","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus muelleri",NA,NA,NA,NA,21,NA,NA,NA,"0","0",0,0,7
"3112","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus nigrifrons",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3113","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus nigrofilamentosus",NA,NA,NA,NA,9.659999847,NA,NA,NA,"0","0",0,0,7
"3114","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus oxyrhynchus",NA,NA,NA,NA,22,NA,NA,NA,"0","0",0,0,7
"3115","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus rueppelii",NA,NA,NA,NA,15,NA,NA,NA,"0","0",0,0,7
"3116","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus sayaensis",NA,NA,NA,NA,14.69999981,50,NA,NA,"0","0",0,0,6
"3117","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus scapha",NA,NA,NA,NA,28.09000015,NA,NA,NA,"0","0",0,0,7
"3118","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus septemventralis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3119","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus tapeinosoma",NA,NA,NA,NA,11.48000002,NA,NA,NA,"0","0",0,0,7
"3120","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus thori",NA,NA,NA,NA,18,NA,NA,NA,"0","0",0,0,7
"3121","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus waitei",NA,NA,NA,NA,13,NA,NA,NA,"0","0",0,0,7
"3122","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus yamanakai",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3123","Actinopterygii","Characiformes","Alestidae","Arnoldichthys spilopterus",NA,NA,NA,NA,9.600000381,NA,NA,NA,"0","0",0,0,7
"3124","Actinopterygii","Tetraodontiformes","Tetraodontidae","Arothron caeruleopunctatus",NA,NA,NA,NA,80,NA,NA,NA,"0","0",0,0,7
"3125","Actinopterygii","Tetraodontiformes","Tetraodontidae","Arothron carduus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3126","Actinopterygii","Tetraodontiformes","Tetraodontidae","Arothron diadematus",NA,NA,NA,NA,30,NA,NA,NA,"0","0",0,0,7
"3127","Actinopterygii","Tetraodontiformes","Tetraodontidae","Arothron firmamentum",NA,NA,NA,NA,35,NA,NA,NA,"0","0",0,0,7
"3128","Actinopterygii","Tetraodontiformes","Tetraodontidae","Arothron gillbanksii",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3129","Actinopterygii","Tetraodontiformes","Tetraodontidae","Arothron inconditus",NA,NA,NA,NA,40,NA,NA,NA,"0","0",0,0,7
"3130","Actinopterygii","Tetraodontiformes","Tetraodontidae","Arothron leopardus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3131","Actinopterygii","Tetraodontiformes","Tetraodontidae","Arothron manilensis",NA,NA,NA,NA,31,NA,NA,NA,"0","0",0,0,7
"3132","Actinopterygii","Tetraodontiformes","Tetraodontidae","Arothron mappa",NA,NA,NA,NA,65,NA,NA,NA,"0","0",0,0,7
"3133","Actinopterygii","Tetraodontiformes","Tetraodontidae","Arothron meleagris",NA,NA,NA,NA,50,NA,NA,NA,"0","0",0,0,7
"3134","Actinopterygii","Tetraodontiformes","Tetraodontidae","Arothron multilineatus",NA,NA,NA,NA,43,NA,NA,NA,"0","0",0,0,7
"3135","Actinopterygii","Tetraodontiformes","Tetraodontidae","Arothron nigropunctatus",NA,NA,NA,NA,33,NA,NA,NA,"0","0",0,0,7
"3136","Actinopterygii","Tetraodontiformes","Tetraodontidae","Arothron reticularis",NA,NA,NA,NA,45,NA,NA,NA,"0","0",0,0,7
"3137","Actinopterygii","Tetraodontiformes","Tetraodontidae","Arothron stellatus",NA,NA,NA,NA,120,NA,NA,NA,"0","0",0,0,7
"3138","Actinopterygii","Tetraodontiformes","Monacanthidae","Arotrolepis filicauda",NA,NA,NA,NA,22,NA,NA,NA,"0","0",0,0,7
"3139","Actinopterygii","Beloniformes","Hemiramphidae","Arrhamphus krefftii",NA,NA,NA,NA,28,NA,NA,NA,"0","0",NA,NA,9
"3140","Actinopterygii","Beloniformes","Hemiramphidae","Arrhamphus sclerolepis",NA,19.5,NA,NA,36,NA,NA,NA,"0","0",NA,NA,8
"3141","Actinopterygii","Perciformes","Arripidae","Arripis xylabion",NA,NA,NA,NA,85,NA,NA,NA,"0","0",0,0,7
"3142","Actinopterygii","Scorpaeniformes","Cottidae","Artediellichthys nigripinnis",NA,NA,NA,NA,13.69999981,NA,NA,NA,"0","0",1,0,7
"3143","Actinopterygii","Scorpaeniformes","Cottidae","Artediellina antilope",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,0,8
"3144","Actinopterygii","Scorpaeniformes","Cottidae","Artedielloides auriculatus",NA,NA,NA,NA,6,NA,NA,NA,"0","0",1,0,7
"3145","Actinopterygii","Scorpaeniformes","Cottidae","Artediellus aporosus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,0,8
"3146","Actinopterygii","Scorpaeniformes","Cottidae","Artediellus atlanticus",NA,NA,NA,NA,12.80000019,NA,NA,NA,"0","0",1,0,7
"3147","Actinopterygii","Scorpaeniformes","Cottidae","Artediellus dydymovi",NA,NA,NA,NA,8,NA,NA,NA,"0","0",1,0,7
"3148","Actinopterygii","Scorpaeniformes","Cottidae","Artediellus fuscimentus",NA,NA,NA,NA,6,NA,NA,NA,"0","0",1,0,7
"3149","Actinopterygii","Scorpaeniformes","Cottidae","Artediellus gomojunovi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,0,8
"3150","Actinopterygii","Scorpaeniformes","Cottidae","Artediellus ingens",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,0,8
"3151","Actinopterygii","Scorpaeniformes","Cottidae","Artediellus miacanthus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,0,8
"3152","Actinopterygii","Scorpaeniformes","Cottidae","Artediellus minor",NA,NA,NA,NA,4.099999905,NA,NA,NA,"0","0",1,0,7
"3153","Actinopterygii","Scorpaeniformes","Cottidae","Artediellus neyelovi",NA,NA,NA,NA,9,NA,NA,NA,"0","0",1,0,7
"3154","Actinopterygii","Scorpaeniformes","Cottidae","Artediellus ochotensis",NA,NA,NA,NA,9,NA,NA,NA,"0","0",1,0,7
"3155","Actinopterygii","Scorpaeniformes","Cottidae","Artediellus pacificus",NA,NA,NA,NA,5.699999809,NA,NA,NA,"0","0",1,0,7
"3156","Actinopterygii","Scorpaeniformes","Cottidae","Artediellus scaber",NA,NA,NA,NA,8.399999619,NA,NA,NA,"0","0",1,0,7
"3157","Actinopterygii","Scorpaeniformes","Cottidae","Artediellus schmidti",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,0,8
"3158","Actinopterygii","Scorpaeniformes","Cottidae","Artediellus uncinatus",NA,NA,NA,NA,8.900000095,NA,NA,NA,"0","0",1,0,7
"3159","Actinopterygii","Scorpaeniformes","Cottidae","Artedius corallinus",NA,NA,NA,NA,14,NA,NA,NA,"0","0",1,0,7
"3160","Actinopterygii","Scorpaeniformes","Cottidae","Artedius fenestralis",NA,NA,NA,NA,14,NA,NA,NA,"0","0",1,0,7
"3161","Actinopterygii","Scorpaeniformes","Cottidae","Artedius harringtoni",NA,NA,NA,NA,10,NA,NA,NA,"0","0",1,0,7
"3162","Actinopterygii","Scorpaeniformes","Cottidae","Artedius lateralis",NA,NA,NA,NA,14,NA,NA,NA,"0","0",1,0,7
"3163","Actinopterygii","Scorpaeniformes","Cottidae","Artedius notospilotus",NA,NA,NA,NA,25,NA,NA,NA,"0","0",1,0,7
"3164","Actinopterygii","Perciformes","Gobiidae","Aruma histrio",NA,NA,NA,NA,6.5,NA,NA,NA,"0","0",0,0,7
"3165","Actinopterygii","Anguilliformes","Ophichthidae","Asarcenchelys longimanus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3166","Actinopterygii","Scorpaeniformes","Cottidae","Ascelichthys rhodorus",NA,NA,NA,NA,15,NA,NA,NA,"0","0",1,0,7
"3167","Actinopterygii","Scorpaeniformes","Cottidae","Asemichthys taylori",NA,0.33,NA,NA,7.599999905,NA,NA,NA,"0","0",1,0,6
"3168","Actinopterygii","Perciformes","Stichaeidae","Askoldia variegata",NA,NA,NA,NA,45,NA,NA,NA,"0","0",0,0,7
"3169","Actinopterygii","Gobiesociformes","Gobiesocidae","Aspasma minima",NA,4,NA,NA,5,NA,NA,NA,"0","0",0,0,6
"3170","Actinopterygii","Gobiesociformes","Gobiesocidae","Aspasmichthys alorensis",NA,NA,NA,NA,0.819999993,NA,NA,NA,"0","0",0,0,7
"3171","Actinopterygii","Gobiesociformes","Gobiesocidae","Aspasmichthys ciconiae",NA,10,NA,NA,5,NA,NA,NA,"0","0",0,0,6
"3172","Actinopterygii","Gobiesociformes","Gobiesocidae","Aspasmodes briggsi",NA,NA,NA,NA,2.539999962,NA,NA,NA,"0","0",0,0,7
"3173","Actinopterygii","Gobiesociformes","Gobiesocidae","Aspasmogaster costata",NA,NA,NA,NA,5,NA,NA,NA,"0","0",0,0,7
"3174","Actinopterygii","Gobiesociformes","Gobiesocidae","Aspasmogaster liorhyncha",NA,NA,NA,NA,4.5,NA,NA,NA,"0","0",0,0,7
"3175","Actinopterygii","Gobiesociformes","Gobiesocidae","Aspasmogaster occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"3176","Actinopterygii","Gobiesociformes","Gobiesocidae","Aspasmogaster tasmaniensis",NA,NA,NA,NA,8,NA,NA,NA,"0","0",0,0,7
"3177","Actinopterygii","Perciformes","Sciaenidae","Aspericorvina jubata",NA,NA,NA,NA,16,NA,NA,NA,"0","0",0,0,7
"3178","Actinopterygii","Perciformes","Blenniidae","Aspidontus dussumieri",NA,NA,NA,NA,12,NA,NA,NA,"0","0",0,0,7
"3179","Actinopterygii","Perciformes","Blenniidae","Aspidontus taeniatus",NA,NA,NA,NA,11.5,NA,NA,NA,"0","0",0,0,7
"3180","Actinopterygii","Perciformes","Blenniidae","Aspidontus tractus",NA,NA,NA,NA,10,NA,NA,NA,"0","0",0,0,7
"3181","Actinopterygii","Cypriniformes","Cyprinidae","Aspidoparia jaya",NA,NA,NA,NA,15,NA,NA,NA,"0","0",0,0,7
