"","class","order","family","species","AaM","longevity","juvMort","adMort","svl","fecundity","birth.svl","mass","Terr","AdTerr","IF","repmode","na_count"
"23188","Actinopterygii","Cypriniformes","Balitoridae","Pseudogastromyzon daon",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23189","Actinopterygii","Cypriniformes","Balitoridae","Pseudogastromyzon elongatus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23190","Actinopterygii","Cypriniformes","Balitoridae","Pseudogastromyzon fangi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23191","Actinopterygii","Cypriniformes","Balitoridae","Pseudogastromyzon fasciatus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23192","Actinopterygii","Cypriniformes","Balitoridae","Pseudogastromyzon laticeps",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23193","Actinopterygii","Cypriniformes","Balitoridae","Pseudogastromyzon lianjiangensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23194","Actinopterygii","Cypriniformes","Balitoridae","Pseudogastromyzon loos",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23195","Actinopterygii","Cypriniformes","Balitoridae","Pseudogastromyzon meihuashanensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23196","Actinopterygii","Cypriniformes","Balitoridae","Pseudogastromyzon myersi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23197","Actinopterygii","Cypriniformes","Balitoridae","Pseudogastromyzon peristictus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23198","Actinopterygii","Ophidiiformes","Bythitidae","Pseudogilbia sanblasensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
"23199","Actinopterygii","Cypriniformes","Cyprinidae","Pseudogobio banggiangensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23200","Actinopterygii","Cypriniformes","Cyprinidae","Pseudogobio esocinus",NA,9,NA,NA,NA,875,NA,NA,"0","0",0,0,6
"23201","Actinopterygii","Cypriniformes","Cyprinidae","Pseudogobio guilinensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23202","Actinopterygii","Cypriniformes","Cyprinidae","Pseudogobio vaillanti",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23203","Actinopterygii","Perciformes","Gobiidae","Pseudogobiopsis festivus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23204","Actinopterygii","Perciformes","Gobiidae","Pseudogobiopsis oligactis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23205","Actinopterygii","Perciformes","Gobiidae","Pseudogobiopsis paludosus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23206","Actinopterygii","Perciformes","Gobiidae","Pseudogobius avicennia",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23207","Actinopterygii","Perciformes","Gobiidae","Pseudogobius fulvicaudus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23208","Actinopterygii","Perciformes","Gobiidae","Pseudogobius javanicus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23209","Actinopterygii","Perciformes","Gobiidae","Pseudogobius masago",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23210","Actinopterygii","Perciformes","Gobiidae","Pseudogobius melanostictus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23211","Actinopterygii","Perciformes","Gobiidae","Pseudogobius olorum",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23212","Actinopterygii","Perciformes","Gobiidae","Pseudogobius poicilosoma",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23213","Actinopterygii","Perciformes","Gobiidae","Pseudogobius taijiangensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23214","Actinopterygii","Cypriniformes","Cyprinidae","Pseudogyrinocheilus longisulcus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23215","Actinopterygii","Cypriniformes","Cyprinidae","Pseudogyrinocheilus prochilus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23216","Actinopterygii","Cypriniformes","Cyprinidae","Pseudohemiculter dispar",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23217","Actinopterygii","Cypriniformes","Cyprinidae","Pseudohemiculter hainanensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23218","Actinopterygii","Cypriniformes","Cyprinidae","Pseudohemiculter kweichowensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23219","Actinopterygii","Cypriniformes","Cyprinidae","Pseudohemiculter pacboensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23220","Actinopterygii","Siluriformes","Loricariidae","Pseudohemiodon amazonum",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23221","Actinopterygii","Siluriformes","Loricariidae","Pseudohemiodon apithanos",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23222","Actinopterygii","Siluriformes","Loricariidae","Pseudohemiodon devincenzii",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23223","Actinopterygii","Siluriformes","Loricariidae","Pseudohemiodon lamina",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23224","Actinopterygii","Siluriformes","Loricariidae","Pseudohemiodon laticeps",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23225","Actinopterygii","Siluriformes","Loricariidae","Pseudohemiodon platycephalus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23226","Actinopterygii","Siluriformes","Loricariidae","Pseudohemiodon thorectes",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23227","Actinopterygii","Cypriniformes","Balitoridae","Pseudohomaloptera leonardi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23228","Actinopterygii","Cypriniformes","Balitoridae","Pseudohomaloptera sexmaculata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23229","Actinopterygii","Cypriniformes","Balitoridae","Pseudohomaloptera vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23230","Actinopterygii","Cypriniformes","Balitoridae","Pseudohomaloptera yunnanensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23231","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia assula",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23232","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia austrina",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23233","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia ferruginea",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23234","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia ferula",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23235","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia flavida",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23236","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia foveolata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23237","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia fucosa",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23238","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia inornata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23239","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia jiyaensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23240","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia kapuri",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23241","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia lapillicola",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23242","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia magna",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23243","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia muricata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23244","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia nubila",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23245","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia ribeiroi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23246","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia shawi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23247","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia spicula",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23248","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia tenebricosa",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23249","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia tuberculata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23250","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia virgulata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23251","Actinopterygii","Siluriformes","Erethistidae","Pseudolaguvia viriosa",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23252","Actinopterygii","Siluriformes","Pangasiidae","Pseudolais micronemus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23253","Actinopterygii","Siluriformes","Pangasiidae","Pseudolais pleurotaenia",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23254","Actinopterygii","Cypriniformes","Cyprinidae","Pseudolaubuca engraulis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23255","Actinopterygii","Cypriniformes","Cyprinidae","Pseudolaubuca hotaya",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23256","Actinopterygii","Cypriniformes","Cyprinidae","Pseudolaubuca jouyi",NA,NA,NA,NA,NA,7600,NA,NA,"0","0",0,0,7
"23257","Actinopterygii","Cypriniformes","Cyprinidae","Pseudolaubuca sinensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23258","Actinopterygii","Scorpaeniformes","Liparidae","Pseudoliparis amblystomopsis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23259","Actinopterygii","Scorpaeniformes","Liparidae","Pseudoliparis belyaevi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23260","Actinopterygii","Scorpaeniformes","Liparidae","Pseudoliparis swirei",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23261","Actinopterygii","Siluriformes","Loricariidae","Pseudolithoxus anthrax",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23262","Actinopterygii","Siluriformes","Loricariidae","Pseudolithoxus dumus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23263","Actinopterygii","Siluriformes","Loricariidae","Pseudolithoxus kelsorum",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23264","Actinopterygii","Siluriformes","Loricariidae","Pseudolithoxus nicoi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23265","Actinopterygii","Siluriformes","Loricariidae","Pseudolithoxus tigris",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23266","Actinopterygii","Siluriformes","Loricariidae","Pseudoloricaria laeviuscula",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23267","Actinopterygii","Pleuronectiformes","Achiropsettidae","Pseudomancopsetta andriashevi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23268","Actinopterygii","Tetraodontiformes","Monacanthidae","Pseudomonacanthus elongatus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23269","Actinopterygii","Tetraodontiformes","Monacanthidae","Pseudomonacanthus macrurus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23270","Actinopterygii","Tetraodontiformes","Monacanthidae","Pseudomonacanthus peroni",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23271","Actinopterygii","Anguilliformes","Ophichthidae","Pseudomyrophis atlanticus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23272","Actinopterygii","Anguilliformes","Ophichthidae","Pseudomyrophis frio",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23273","Actinopterygii","Anguilliformes","Ophichthidae","Pseudomyrophis fugesae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23274","Actinopterygii","Anguilliformes","Ophichthidae","Pseudomyrophis nimius",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23275","Actinopterygii","Siluriformes","Bagridae","Pseudomystus bomboides",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23276","Actinopterygii","Siluriformes","Bagridae","Pseudomystus breviceps",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23277","Actinopterygii","Siluriformes","Bagridae","Pseudomystus carnosus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23278","Actinopterygii","Siluriformes","Bagridae","Pseudomystus flavipinnis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23279","Actinopterygii","Siluriformes","Bagridae","Pseudomystus fumosus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23280","Actinopterygii","Siluriformes","Bagridae","Pseudomystus funebris",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23281","Actinopterygii","Siluriformes","Bagridae","Pseudomystus heokhuii",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23282","Actinopterygii","Siluriformes","Bagridae","Pseudomystus inornatus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23283","Actinopterygii","Siluriformes","Bagridae","Pseudomystus leiacanthus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23284","Actinopterygii","Siluriformes","Bagridae","Pseudomystus mahakamensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23285","Actinopterygii","Siluriformes","Bagridae","Pseudomystus moeschii",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23286","Actinopterygii","Siluriformes","Bagridae","Pseudomystus myersi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23287","Actinopterygii","Siluriformes","Bagridae","Pseudomystus robustus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23288","Actinopterygii","Siluriformes","Bagridae","Pseudomystus rugosus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23289","Actinopterygii","Siluriformes","Bagridae","Pseudomystus siamensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23290","Actinopterygii","Siluriformes","Bagridae","Pseudomystus sobrinus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23291","Actinopterygii","Siluriformes","Bagridae","Pseudomystus stenogrammus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23292","Actinopterygii","Siluriformes","Bagridae","Pseudomystus stenomus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23293","Actinopterygii","Siluriformes","Bagridae","Pseudomystus vaillanti",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23294","Actinopterygii","Mugiliformes","Mugilidae","Pseudomyxus capensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23295","Actinopterygii","Gadiformes","Macrouridae","Pseudonezumia cetonuropsis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23296","Actinopterygii","Gadiformes","Macrouridae","Pseudonezumia japonicus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23297","Actinopterygii","Gadiformes","Macrouridae","Pseudonezumia parvipes",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23298","Actinopterygii","Gadiformes","Macrouridae","Pseudonezumia pusilla",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23299","Actinopterygii","Scorpaeniformes","Liparidae","Pseudonotoliparis rassi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23300","Actinopterygii","Ophidiiformes","Bythitidae","Pseudonus acutus",NA,NA,NA,NA,NA,100,NA,NA,"0","0",1,1,7
"23301","Actinopterygii","Ophidiiformes","Bythitidae","Pseudonus squamiceps",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
"23302","Actinopterygii","Scorpaeniformes","Aploactinidae","Pseudopataecus carnatobarbatus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23303","Actinopterygii","Scorpaeniformes","Aploactinidae","Pseudopataecus taenianotus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23304","Actinopterygii","Perciformes","Pinguipedidae","Pseudopercis numida",NA,NA,NA,NA,NA,432,NA,NA,"0","0",0,0,7
"23305","Actinopterygii","Perciformes","Pinguipedidae","Pseudopercis semifasciata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23306","Actinopterygii","Syngnathiformes","Syngnathidae","Pseudophallus elcapitanensis",NA,27.8,NA,NA,NA,NA,NA,NA,"0","0",0,0,7
"23307","Actinopterygii","Syngnathiformes","Syngnathidae","Pseudophallus mindii",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23308","Actinopterygii","Syngnathiformes","Syngnathidae","Pseudophallus starksii",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23309","Actinopterygii","Anguilliformes","Congridae","Pseudophichthys splendens",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23310","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus alii",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23311","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus anatolicus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23312","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus antalyae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23313","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus atropatenus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23314","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus battalgilae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23315","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus burduricus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23316","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus callensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23317","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus caralis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23318","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus crassus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23319","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus drusensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23320","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus egridiri",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23321","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus elizavetae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23322","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus evliyae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23323","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus fahrettini",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23324","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus firati",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23325","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus handlirschi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23326","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus hasani",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23327","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus hittitorum",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23328","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus kervillei",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23329","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus libani",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23330","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus maeandri",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23331","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus maeandricus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23332","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus mehmeti",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23333","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus ninae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23334","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus punicus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23335","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus sojuchbulagi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23336","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus syriacus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23337","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus turani",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23338","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus zekayi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23339","Actinopterygii","Cypriniformes","Cyprinidae","Pseudophoxinus zeregi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23340","Actinopterygii","Gadiformes","Moridae","Pseudophycis barbata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23341","Actinopterygii","Gadiformes","Moridae","Pseudophycis breviuscula",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23342","Actinopterygii","Siluriformes","Pseudopimelodidae","Pseudopimelodus bufonius",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23343","Actinopterygii","Siluriformes","Pseudopimelodidae","Pseudopimelodus charus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23344","Actinopterygii","Siluriformes","Pseudopimelodidae","Pseudopimelodus mangurus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23345","Actinopterygii","Siluriformes","Pseudopimelodidae","Pseudopimelodus pulcher",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23346","Actinopterygii","Siluriformes","Pseudopimelodidae","Pseudopimelodus schultzi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23347","Actinopterygii","Siluriformes","Pimelodidae","Pseudoplatystoma corruscans",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23348","Actinopterygii","Siluriformes","Pimelodidae","Pseudoplatystoma fasciatum",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23349","Actinopterygii","Siluriformes","Pimelodidae","Pseudoplatystoma magdaleniatum",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23350","Actinopterygii","Siluriformes","Pimelodidae","Pseudoplatystoma metaense",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23351","Actinopterygii","Siluriformes","Pimelodidae","Pseudoplatystoma orinocoense",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23352","Actinopterygii","Siluriformes","Pimelodidae","Pseudoplatystoma punctifer",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23353","Actinopterygii","Siluriformes","Pimelodidae","Pseudoplatystoma reticulatum",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23354","Actinopterygii","Siluriformes","Pimelodidae","Pseudoplatystoma tigrinum",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23355","Actinopterygii","Perciformes","Pseudochromidae","Pseudoplesiops annae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23356","Actinopterygii","Perciformes","Pseudochromidae","Pseudoplesiops collare",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23357","Actinopterygii","Perciformes","Pseudochromidae","Pseudoplesiops howensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23358","Actinopterygii","Perciformes","Pseudochromidae","Pseudoplesiops immaculatus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23359","Actinopterygii","Perciformes","Pseudochromidae","Pseudoplesiops occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23360","Actinopterygii","Perciformes","Pseudochromidae","Pseudoplesiops revellei",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23361","Actinopterygii","Perciformes","Pseudochromidae","Pseudoplesiops rosae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23362","Actinopterygii","Perciformes","Pseudochromidae","Pseudoplesiops typus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23363","Actinopterygii","Perciformes","Pseudochromidae","Pseudoplesiops wassi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23364","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes americanus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23365","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes herzensteini",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23366","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes obscurus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23367","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes schrenki",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23368","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes yokohamae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"23369","Actinopterygii","Cyprinodontiformes","Poeciliidae","Pseudopoecilia austrocolumbiana",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
"23370","Actinopterygii","Cyprinodontiformes","Poeciliidae","Pseudopoecilia festae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
